Top 5000000 payment_date,Top 500000000 cleared_at,provider_id,Top 500000 provider.name,Top 500000 geo.state,Top 500000 geo.zipcode,Top 500000 geo.city,Count
1.47692E+12,1.47718E+12,28246,Dare County Water (NC),NC,27920,BUXTON,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98058,RENTON,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98296,SNOHOMISH,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98683,VANCOUVER,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98007,BELLEVUE,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98055,RENTON,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98122,SEATTLE,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98155,SEATTLE,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98208,EVERETT,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98569,OCEAN SHORES,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98045,NORTH BEND,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98404,TACOMA,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98498,LAKEWOOD,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98119,SEATTLE,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98264,LYNDEN,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98936,MOXEE,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98036,LYNNWOOD,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98055,RENTON,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98108,SEATTLE,1
1.47692E+12,1.47718E+12,14056,Kay Jewelers,MA,2124,DORCHESTER CENTER,1
1.47692E+12,1.47718E+12,14056,Kay Jewelers,ME,4917,BELGRADE,1
1.47692E+12,1.47718E+12,41210,Jones Onslow EMC,NC,28539,HUBERT,1
1.47692E+12,1.47718E+12,14056,Kay Jewelers,IL,60106,BENSENVILLE,1
1.47692E+12,1.47718E+12,14056,Kay Jewelers,TX,78224,SAN ANTONIO,1
1.47692E+12,1.47718E+12,14056,Kay Jewelers,VT,5495,WILLISTON,1
1.47692E+12,1.47718E+12,14056,Kay Jewelers,MA,1420,FITCHBURG,1
1.47692E+12,1.47718E+12,14056,Kay Jewelers,NH,3874,SEABROOK,1
1.47692E+12,1.47718E+12,14056,Kay Jewelers,VA,23831,CHESTER,1
1.47692E+12,1.47718E+12,56818,LCEC,FL,33976,LEHIGH ACRES,2
1.47692E+12,1.47718E+12,56818,LCEC,FL,33936,LEHIGH ACRES,1
1.47692E+12,1.47718E+12,7584,Leeway,FL,33325,FORT LAUDERDALE,1
1.47692E+12,1.47718E+12,7584,Leeway,FL,33904,CAPE CORAL,1
1.47692E+12,1.47718E+12,51994,Lee County Utilities,FL,33967,FORT MYERS,1
1.47692E+12,1.47718E+12,41855,Lower Valley Water District (TX),TX,79927,EL PASO,2
1.47692E+12,1.47718E+12,28651,Lugoff Elgin Water Authority (SC),SC,29078,LUGOFF,1
1.47692E+12,1.47718E+12,27777,New Albany Municipal Utilities (IN),IN,47150,NEW ALBANY,1
1.47692E+12,1.47718E+12,27794,North Port Utiliites (FL),FL,34287,NORTH PORT,1
1.47692E+12,1.47718E+12,34338,North Stewart Utility District (TN),TN,37023,BIG ROCK,1
1.47692E+12,1.47718E+12,34338,North Stewart Utility District (TN),TN,37023,BIG ROCK,1
1.47692E+12,1.47718E+12,34338,North Stewart Utility District (TN),TN,37058,DOVER,1
1.47692E+12,1.47718E+12,34338,North Stewart Utility District (TN),TN,37079,INDIAN MOUND,1
1.47692E+12,1.47718E+12,43350,Parker Utility Department (FL),FL,32404,PANAMA CITY,3
1.47692E+12,1.47718E+12,34797,Shamokin Coal Township Joint Sewer (PA),PA,17872,SHAMOKIN,1
1.47692E+12,1.47718E+12,47690,Sacramento County Utilties (CA),CA,95660,NORTH HIGHLANDS,1
1.47692E+12,1.47718E+12,58715,Safety Kleen,OR,97027,GLADSTONE,1
1.47692E+12,1.47718E+12,80590,Stoneberry,CT,6511,NEW HAVEN,1
1.47692E+12,1.47718E+12,80590,Stoneberry,MI,49055,GOBLES,1
1.47692E+12,1.47718E+12,80590,Stoneberry,RI,2920,CRANSTON,1
1.47692E+12,1.47752E+12,30139,Fruitridge Vista Water Company (CA),CA,95824,SACRAMENTO,2
1.47692E+12,1.47752E+12,127234,GMFS,LA,70785,WALKER,1
1.47692E+12,1.47752E+12,11879,Pennsylvania American Water,PA,15210,PITTSBURGH,1
1.47692E+12,1.47752E+12,11879,Pennsylvania American Water,PA,15417,BROWNSVILLE,1
1.47692E+12,1.47752E+12,11879,Pennsylvania American Water,PA,18302,EAST STROUDSBURG,1
1.47692E+12,1.47752E+12,14300,Personal Finance Company,KY,40330,HARRODSBURG,1
1.47692E+12,1.47752E+12,14300,Personal Finance Company,KY,40508,LEXINGTON,1
1.47692E+12,1.47752E+12,14300,Personal Finance Company,IN,46012,ANDERSON,1
1.47692E+12,1.47752E+12,21049,Sunshine Utilities (FL),FL,34479,OCALA,2
1.47692E+12,1.47752E+12,80590,Stoneberry,CA,96003,REDDING,1
1.47692E+12,1.47752E+12,108685,Tampa General Hospital,FL,33616,TAMPA,1
1.47692E+12,1.47752E+12,108685,Tampa General Hospital,FL,33625,TAMPA,1
1.47692E+12,1.47752E+12,180411,Texas Children's Pediatrics,TX,77094,HOUSTON,1
1.47692E+12,1.47761E+12,7581,ExpressToll,CO,80538,LOVELAND,1
1.47692E+12,1.47761E+12,7581,ExpressToll,CO,80918,COLORADO SPRINGS,1
1.47692E+12,1.47761E+12,7581,ExpressToll,CO,81007,PUEBLO,1
1.47692E+12,1.47761E+12,7581,ExpressToll,CO,80923,COLORADO SPRINGS,1
1.47692E+12,1.47761E+12,7581,ExpressToll,IA,50616,CHARLES CITY,1
1.47692E+12,1.47761E+12,7581,ExpressToll,TX,78245,SAN ANTONIO,1
1.47692E+12,1.47761E+12,30214,Greater Ouachita Water Company,LA,71292,WEST MONROE,2
1.47692E+12,1.47761E+12,30214,Greater Ouachita Water Company,LA,71203,MONROE,1
1.47692E+12,1.47761E+12,30214,Greater Ouachita Water Company,LA,71203,MONROE,1
1.47692E+12,1.47761E+12,30214,Greater Ouachita Water Company,LA,71291,WEST MONROE,1
1.47692E+12,1.47761E+12,30214,Greater Ouachita Water Company,AR,72601,HARRISON,1
1.47692E+12,1.47692E+12,2749,CASSCOMM,IL,62363,PITTSFIELD,1
1.47692E+12,1.47692E+12,2749,CASSCOMM,IL,62618,BEARDSTOWN,1
1.47692E+12,1.47692E+12,2879,Cleveland Water Division (OH),OH,44147,BROADVIEW HEIGHTS,1
1.47692E+12,1.47692E+12,28572,Cleveland Public Power (Oh),OH,44111,CLEVELAND,1
1.47692E+12,1.47692E+12,13534,E-ZPass New Jersey,NJ,8270,WOODBINE,1
1.47692E+12,1.47692E+12,13534,E-ZPass New Jersey,NJ,8302,BRIDGETON,1
1.47692E+12,1.47692E+12,219479,First Insurance Funding - Acct Numbers starting with 900-,CA,91325,NORTHRIDGE,1
1.47692E+12,1.47692E+12,219479,First Insurance Funding - Acct Numbers starting with 900-,CT,6611,TRUMBULL,1
1.47692E+12,1.47692E+12,22054,Hotchkiss Disposal Services,TX,77521,BAYTOWN,1
1.47692E+12,1.47692E+12,22054,Hotchkiss Disposal Services,TX,77562,HIGHLANDS,1
1.47692E+12,1.47692E+12,20849,Piney Woods Sanitation,TX,75904,LUFKIN,2
1.47692E+12,1.47692E+12,4132,Psnc Energy,NC,28054,GASTONIA,1
1.47692E+12,1.47692E+12,52597,Porter Municipal Utility District (TX),TX,77365,PORTER,1
1.47692E+12,1.47692E+12,53736,Springfield Water & Sewer (MA),MA,1108,SPRINGFIELD,2
1.47692E+12,1.47692E+12,127723,Thrift Investment Corporation,NJ,8723,BRICK,1
1.47692E+12,1.47692E+12,219501,Tidewater Finance Company - Credit Services,NC,28301,FAYETTEVILLE,1
1.47692E+12,1.47692E+12,219501,Tidewater Finance Company - Credit Services,CA,93274,TULARE,1
1.47692E+12,1.47692E+12,219501,Tidewater Finance Company - Credit Services,FL,34473,OCALA,1
1.47692E+12,1.47692E+12,219501,Tidewater Finance Company - Credit Services,AL,35124,PELHAM,1
1.47692E+12,1.47692E+12,219501,Tidewater Finance Company - Credit Services,TX,77479,SUGAR LAND,1
1.47692E+12,1.47692E+12,42054,Weakley County Municipal Electric Sys,TN,38201,MC KENZIE,1
1.47692E+12,1.47692E+12,42054,Weakley County Municipal Electric Sys,TN,38237,MARTIN,1
1.47692E+12,1.47692E+12,21345,Wilkinsburg-Penn Joint Water Authority,PA,15221,PITTSBURGH,1
1.47692E+12,1.47692E+12,21345,Wilkinsburg-Penn Joint Water Authority,PA,15235,PITTSBURGH,1
1.47692E+12,1.47692E+12,21345,Wilkinsburg-Penn Joint Water Authority,PA,15148,WILMERDING,1
1.47692E+12,1.47692E+12,21345,Wilkinsburg-Penn Joint Water Authority,PA,15221,PITTSBURGH,1
1.47692E+12,1.47692E+12,21345,Wilkinsburg-Penn Joint Water Authority,PA,15218,PITTSBURGH,2
1.47692E+12,1.47701E+12,14205,Blossman Gas,AL,36532,FAIRHOPE,1
1.47692E+12,1.47701E+12,22240,Bissonnet Municipal Utility District,TX,77083,HOUSTON,1
1.47692E+12,1.47701E+12,14188,Citizens Property Insurance,FL,34668,PORT RICHEY,1
1.47692E+12,1.47701E+12,26971,Cicero Municipal Utilities (IN),IN,46034,CICERO,1
1.47692E+12,1.47701E+12,23093,City of Corsicana (TX),TX,75110,CORSICANA,1
1.47692E+12,1.47701E+12,28611,City of Crockett Water Department (TX),TX,75835,CROCKETT,1
1.47692E+12,1.47701E+12,28675,City of Cuba Department of Utilities (MO),MO,65453,CUBA,1
1.47692E+12,1.47701E+12,36676,City of Globe (AZ),AZ,85501,GLOBE,1
1.47692E+12,1.47701E+12,29602,City of Houston Water Department (MS),TX,77021,HOUSTON,1
1.47692E+12,1.47701E+12,29602,City of Houston Water Department (MS),TX,77088,HOUSTON,1
1.47692E+12,1.47701E+12,26781,City of Oakdale (CA),CA,95361,OAKDALE,1
1.47692E+12,1.47701E+12,42863,City of Nixa Utilities (MO),MO,65714,NIXA,1
1.47692E+12,1.47701E+12,43312,City of Palos Hills (IL),IL,60465,PALOS HILLS,1
1.47692E+12,1.47701E+12,47597,City of Roswell (NM),NM,88203,ROSWELL,1
1.47692E+12,1.47701E+12,26956,City of Willis (TX),TX,77378,WILLIS,1
1.47692E+12,1.47701E+12,48586,City of Sumter (SC),SC,29153,SUMTER,1
1.47692E+12,1.47701E+12,9792,Clayton County Water Authority,GA,30273,REX,2
1.47692E+12,1.47701E+12,3048,Douglasville-Douglas County Water,GA,30122,LITHIA SPRINGS,1
1.47692E+12,1.47701E+12,14702,Credit Union Loan Source,GA,30135,DOUGLASVILLE,1
1.47692E+12,1.47701E+12,9183,E-ZPass New York,NY,12602,POUGHKEEPSIE,1
1.47692E+12,1.47701E+12,15116,E-ZPass New Hampshire,MA,1701,FRAMINGHAM,1
1.47692E+12,1.47701E+12,9183,E-ZPass New York,NY,10455,BRONX,1
1.47692E+12,1.47701E+12,9183,E-ZPass New York,NY,11204,BROOKLYN,1
1.47692E+12,1.47701E+12,20578,Lacreek Electric Association,SD,57752,KYLE,1
1.47692E+12,1.47701E+12,41536,Lavon Special Utility District,TX,75166,LAVON,1
1.47692E+12,1.47701E+12,13415,Lending Club,CA,91750,LA VERNE,1
1.47692E+12,1.47701E+12,34045,Louisiana Water Co (LA),LA,70560,NEW IBERIA,1
1.47692E+12,1.47701E+12,42196,Merrillville Conservancy District,IN,46342,HOBART,1
1.47692E+12,1.47701E+12,42209,Meternet,NV,89084,NORTH LAS VEGAS,1
1.47692E+12,1.47701E+12,42596,Murray Electric System,KY,42071,MURRAY,2
1.47692E+12,1.47701E+12,11666,Orange County Utilities,FL,32822,ORLANDO,1
1.47692E+12,1.47701E+12,43096,O B M U A,NJ,7735,KEYPORT,1
1.47692E+12,1.47701E+12,4101,PPL Electric Utilities,PA,17070,NEW CUMBERLAND,1
1.47692E+12,1.47701E+12,43488,Panola Harrison Electricity Co Op,LA,71047,KEITHVILLE,1
1.47692E+12,1.47701E+12,4113,Priority Health,MI,48770,WHITTEMORE,1
1.47692E+12,1.47701E+12,34595,Proctor Public Utilities (MN),MN,55810,DULUTH,1
1.47692E+12,1.47701E+12,4270,Sbli USA Mutual Life Insurance,NY,11720,CENTEREACH,1
1.47692E+12,1.47701E+12,43976,Russell County Water Authority,AL,36869,PHENIX CITY,1
1.47692E+12,1.47701E+12,4270,Sbli USA Mutual Life Insurance,MA,2043,HINGHAM,1
1.47692E+12,1.47701E+12,47858,Scottsboro Water Sewer & Gas (AL),AL,35768,SCOTTSBORO,1
1.47692E+12,1.47701E+12,52022,South Bend Water Works,IN,46614,SOUTH BEND,1
1.47692E+12,1.47701E+12,54043,Sharp Health Plan,CA,92069,SAN MARCOS,1
1.47692E+12,1.47701E+12,48257,South County Water System (MI),MI,48133,ERIE,2
1.47692E+12,1.47701E+12,28574,Suburban Water Systems (CA),CA,90604,WHITTIER,1
1.47692E+12,1.47701E+12,48563,Sues Recycling & Sanitation,OK,74955,SALLISAW,1
1.47692E+12,1.47701E+12,21062,Teleplex,FL,33054,OPA LOCKA,1
1.47692E+12,1.47701E+12,48582,Summit Township,PA,16509,ERIE,1
1.47692E+12,1.47701E+12,4554,The United Illuminating Company,CT,6511,NEW HAVEN,1
1.47692E+12,1.47701E+12,4554,The United Illuminating Company,CT,6605,BRIDGEPORT,1
1.47692E+12,1.47701E+12,49583,United Utility Services,FL,33021,HOLLYWOOD,2
1.47692E+12,1.47701E+12,16332,Westlake Financial Services,NJ,7753,NEPTUNE,1
1.47692E+12,1.47701E+12,16332,Westlake Financial Services,TX,76704,WACO,1
1.47692E+12,1.47701E+12,79233,WorldMark The Club,CA,92315,BIG BEAR LAKE,1
1.47692E+12,1.47701E+12,79233,WorldMark The Club,CA,92627,COSTA MESA,1
1.47692E+12,1.47709E+12,28153,Al Clawson Disposal,TX,76530,GRANGER,1
1.47692E+12,1.47709E+12,28153,Al Clawson Disposal,TX,78642,LIBERTY HILL,1
1.47692E+12,1.47709E+12,50303,Allina Health,MN,55104,SAINT PAUL,1
1.47692E+12,1.47709E+12,59148,All Kids,IL,60554,SUGAR GROVE,1
1.47692E+12,1.47709E+12,35884,Borough Of Glassboro Wtr Swr (NJ),NJ,8822,FLEMINGTON,1
1.47692E+12,1.47709E+12,48603,Bogue Lusa Water Works District (LA),LA,70427,BOGALUSA,1
1.47692E+12,1.47709E+12,22352,Bottini Fuel,NY,12526,GERMANTOWN,1
1.47692E+12,1.47709E+12,35884,Borough Of Glassboro Wtr Swr (NJ),NJ,8028,GLASSBORO,1
1.47692E+12,1.47709E+12,26997,Citrus County Utilities (FL),FL,34434,DUNNELLON,2
1.47692E+12,1.47709E+12,26997,Citrus County Utilities (FL),FL,34446,HOMOSASSA,1
1.47692E+12,1.47709E+12,27047,City Of Alcoa (TN),TN,37803,MARYVILLE,1
1.47692E+12,1.47709E+12,22053,City Of Baytown (TX),TX,77520,BAYTOWN,1
1.47692E+12,1.47709E+12,49457,City Of Bessemer City (NC),NC,28016,BESSEMER CITY,1
1.47692E+12,1.47709E+12,27037,City Of Lawton Oklahoma (OK),OK,73507,LAWTON,1
1.47692E+12,1.47709E+12,36336,City Of Fort Lauderdale (FL),FL,33305,FORT LAUDERDALE,1
1.47692E+12,1.47709E+12,23245,City of Lumberton (NC),NC,28358,LUMBERTON,1
1.47692E+12,1.47709E+12,27034,City of Los Fresnos (TX),TX,78566,LOS FRESNOS,1
1.47692E+12,1.47709E+12,53413,City of Richmond (TX),TX,77469,RICHMOND,1
1.47692E+12,1.47709E+12,58304,City of Pulaski (TN),TN,38478,PULASKI,1
1.47692E+12,1.47709E+12,138688,Crest Financial,ID,83706,BOISE,1
1.47692E+12,1.47709E+12,138688,Crest Financial,TX,77566,LAKE JACKSON,1
1.47692E+12,1.47709E+12,2994,Cse Insurance Group,CA,91977,SPRING VALLEY,1
1.47692E+12,1.47709E+12,28692,Cumberland Utility District,TN,37840,OLIVER SPRINGS,1
1.47692E+12,1.47709E+12,28955,Dixie Electric Power Association,MS,39465,PETAL,1
1.47692E+12,1.47709E+12,145755,Duval Premium Budget,FL,32641,GAINESVILLE,1
1.47692E+12,1.47709E+12,7745,Eagle Sewer District,ID,83616,EAGLE,1
1.47692E+12,1.47709E+12,9183,E-ZPass New York,OH,44512,YOUNGSTOWN,1
1.47692E+12,1.47709E+12,3402,Great American Insurance Group,NJ,7055,PASSAIC,1
1.47692E+12,1.47709E+12,11522,Harris County Toll Road Authority,TX,77073,HOUSTON,1
1.47692E+12,1.47709E+12,11522,Harris County Toll Road Authority,TX,77498,SUGAR LAND,1
1.47692E+12,1.47709E+12,166451,Loudoun Mutual Insurance Company,VA,24563,HURT,1
1.47692E+12,1.47709E+12,221793,Lending Club Payment Solutions,CA,93436,LOMPOC,1
1.47692E+12,1.47709E+12,34245,Mount Washington KY,KY,40047,MOUNT WASHINGTON,1
1.47692E+12,1.47709E+12,34245,Mount Washington KY,KY,40165,SHEPHERDSVILLE,1
1.47692E+12,1.47709E+12,106420,Newtown Sewer Authority,PA,18940,NEWTOWN,1
1.47692E+12,1.47709E+12,166760,National Lloyds Insurance,TX,77657,LUMBERTON,1
1.47692E+12,1.47709E+12,42701,North Alamo Water Supply Corporation,TX,78537,DONNA,1
1.47692E+12,1.47709E+12,106420,Newtown Sewer Authority,PA,18940,NEWTOWN,1
1.47692E+12,1.47709E+12,14187,Southern Oak Insurance,NJ,7825,BLAIRSTOWN,1
1.47692E+12,1.47709E+12,58757,Southwest Disposal LC,NM,88007,LAS CRUCES,1
1.47692E+12,1.47709E+12,49152,Town of Franklin (NC),NC,28734,FRANKLIN,1
1.47692E+12,1.47709E+12,49218,Town of Loxley (AL),AL,36526,DAPHNE,1
1.47692E+12,1.47709E+12,49334,Town of Speedway Water Works (IN),IN,46224,INDIANAPOLIS,1
1.47692E+12,1.47709E+12,49465,Troy Cable,AL,36467,OPP,1
1.47692E+12,1.47718E+12,20009,CalMet Services,CA,90240,DOWNEY,1
1.47692E+12,1.47718E+12,20009,CalMet Services,WA,98110,BAINBRIDGE ISLAND,1
1.47692E+12,1.47718E+12,22695,Carmichael Water District (CA),CA,95608,CARMICHAEL,2
1.47692E+12,1.47718E+12,27283,City of Conway Water Department (SC),SC,29526,CONWAY,1
1.47692E+12,1.47718E+12,28360,City of College Park (GA),GA,30337,ATLANTA,1
1.47692E+12,1.47718E+12,51055,City of Pelham (GA),GA,31779,PELHAM,1
1.47692E+12,1.47718E+12,52117,City of Newark (NJ)/Water Department,NJ,7105,NEWARK,1
1.47692E+12,1.47718E+12,20179,City of Stuart Utilities (FL),FL,34996,STUART,1
1.47692E+12,1.47718E+12,21096,Clarksville Wastewater Treatment Department,IN,47129,CLARKSVILLE,1
1.47692E+12,1.47718E+12,29951,DEX MEDIA,NC,28557,MOREHEAD CITY,1
1.47692E+12,1.47718E+12,104699,Crystal Springs Water Company,TX,77365,PORTER,1
1.47692E+12,1.47718E+12,3016,DeKalb County Department of Watershed Management,GA,30087,STONE MOUNTAIN,1
1.47692E+12,1.47718E+12,3016,DeKalb County Department of Watershed Management,GA,30088,STONE MOUNTAIN,1
1.47692E+12,1.47718E+12,80662,Gaston Radiology,NC,28152,SHELBY,1
1.47692E+12,1.47718E+12,145177,Gateway Lending,CA,91915,CHULA VISTA,1
1.47692E+12,1.47718E+12,6320,Good To Go !,OR,97366,SOUTH BEACH,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98042,KENT,1
1.47692E+12,1.47718E+12,6320,Good To Go !,GA,31322,POOLER,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98632,LONGVIEW,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98032,KENT,1
1.47692E+12,1.47718E+12,6320,Good To Go !,WA,98037,LYNNWOOD,1
1.47692E+12,1.47718E+12,3445,Hattiesburg Water Department,MS,39402,HATTIESBURG,1
1.47692E+12,1.47718E+12,53654,Hawaii County Department of Water Supply,HI,96725,HOLUALOA,1
1.47692E+12,1.47718E+12,7586,I-Pass Illinois Tollway,IN,46617,SOUTH BEND,1
1.47692E+12,1.47718E+12,21266,Jefferson Parish Department of Water,LA,70058,HARVEY,1
1.47692E+12,1.47718E+12,14056,Kay Jewelers,RI,2859,PASCOAG,1
1.47692E+12,1.47718E+12,14056,Kay Jewelers,WV,26062,WEIRTON,1
1.47692E+12,1.47718E+12,14056,Kay Jewelers,NY,14215,BUFFALO,1
1.47692E+12,1.47718E+12,14056,Kay Jewelers,VA,23601,NEWPORT NEWS,1
1.47692E+12,1.47718E+12,14056,Kay Jewelers,DE,19703,CLAYMONT,1
1.47692E+12,1.47718E+12,14056,Kay Jewelers,FL,32244,JACKSONVILLE,1
1.47692E+12,1.47718E+12,27725,Millbrook Utility System (AL),AL,36054,MILLBROOK,1
1.47692E+12,1.47718E+12,219488,Metrocast - Maine,ME,4073,SANFORD,1
1.47692E+12,1.47718E+12,78700,OneMain Financial,NY,14424,CANANDAIGUA,1
1.47692E+12,1.47718E+12,78700,OneMain Financial,TX,78382,ROCKPORT,1
1.47692E+12,1.47718E+12,10343,"Pasco County, FL",FL,34669,HUDSON,1
1.47692E+12,1.47718E+12,20160,Pascagoula Utilities (MS),MS,39581,PASCAGOULA,1
1.47692E+12,1.47718E+12,21007,Southeast Water District #2 (LA),LA,70528,DELCAMBRE,1
1.47692E+12,1.47718E+12,48284,South Huntington Water District (NY),NY,11746,HUNTINGTON STATION,1
1.47692E+12,1.47718E+12,80590,Stoneberry,WV,25404,MARTINSBURG,1
1.47692E+12,1.47718E+12,168538,Southern Fidelity Insurance Company,LA,70548,KAPLAN,1
1.47692E+12,1.47718E+12,4481,Toho Water Authority,FL,34743,KISSIMMEE,1
1.47692E+12,1.47718E+12,4481,Toho Water Authority,FL,34744,KISSIMMEE,1
1.47692E+12,1.47718E+12,16332,Westlake Financial Services,IL,60050,MCHENRY,1
1.47692E+12,1.47752E+12,29243,Barrontown Water Association (MS),MS,39465,PETAL,1
1.47692E+12,1.47752E+12,146672,Bca Financial Services,GA,30011,AUBURN,1
1.47692E+12,1.47752E+12,22881,Champs Water Co (TX),TX,77396,HUMBLE,1
1.47692E+12,1.47752E+12,27009,City Of Kodiak (AK),OR,97321,ALBANY,1
1.47692E+12,1.47752E+12,3128,Esurance,LA,70508,LAFAYETTE,1
1.47692E+12,1.47752E+12,3128,Esurance,NM,87110,ALBUQUERQUE,1
1.47692E+12,1.47752E+12,7586,I-Pass Illinois Tollway,MI,48044,MACOMB,1
1.47692E+12,1.47752E+12,7586,I-Pass Illinois Tollway,WI,53223,MILWAUKEE,1
1.47692E+12,1.47752E+12,14056,Kay Jewelers,MA,2452,WALTHAM,1
1.47692E+12,1.47752E+12,14056,Kay Jewelers,MD,20785,HYATTSVILLE,1
1.47692E+12,1.47752E+12,14056,Kay Jewelers,CT,6010,BRISTOL,1
1.47692E+12,1.47752E+12,14056,Kay Jewelers,MI,48328,WATERFORD,1
1.47692E+12,1.47752E+12,217827,Mazda Capital Services - Loans,TN,37604,JOHNSON CITY,1
1.47692E+12,1.47752E+12,217827,Mazda Capital Services - Loans,WA,98103,SEATTLE,1
1.47692E+12,1.47752E+12,78700,OneMain Financial,NY,14212,BUFFALO,1
1.47692E+12,1.47752E+12,78700,OneMain Financial,OH,43778,SALESVILLE,1
1.47692E+12,1.47752E+12,14300,Personal Finance Company,IN,47454,PAOLI,1
1.47692E+12,1.47752E+12,56878,Pinellas County Utilities,FL,33771,LARGO,1
1.47692E+12,1.47752E+12,36340,Town Of Fort Mill (SC),SC,29715,FORT MILL,1
1.47692E+12,1.47752E+12,78609,TxTag,TX,78654,MARBLE FALLS,1
1.47692E+12,1.47761E+12,14300,Personal Finance Company,KY,40456,MOUNT VERNON,1
1.47692E+12,1.47761E+12,14300,Personal Finance Company,KY,42240,HOPKINSVILLE,1
1.47692E+12,1.47761E+12,7582,SunPass,FL,33351,FORT LAUDERDALE,1
1.47692E+12,1.47761E+12,104675,Swan Quarter Sanitary District,NC,27885,SWANQUARTER,1
1.47692E+12,1.47761E+12,59188,The New Yorker,OK,74136,TULSA,1
1.47692E+12,1.47761E+12,141823,The Loan Depot,TX,77598,WEBSTER,1
1.47692E+12,1.47778E+12,48093,Sierra Springs,TX,79924,EL PASO,1
1.47692E+12,1.47778E+12,78932,Select Laundry,OH,45014,FAIRFIELD,1
1.47692E+12,1.47813E+12,78654,Consumer Reports,NC,28318,AUTRYVILLE,1
1.47692E+12,1.47813E+12,78654,Consumer Reports,NM,88061,SILVER CITY,1
1.47692E+12,1.47649E+12,10237,NTTA,TX,76633,CHINA SPRING,1
1.47692E+12,1.47649E+12,10237,NTTA,TX,76063,MANSFIELD,1
1.47692E+12,1.47649E+12,10237,NTTA,TX,75126,FORNEY,1
1.47692E+12,1.47649E+12,10237,NTTA,TX,75057,LEWISVILLE,1
1.47692E+12,1.47657E+12,10237,NTTA,TX,76053,HURST,1
1.47692E+12,1.47692E+12,51035,Bells Gas & Water (TN),TN,38006,BELLS,1
1.47692E+12,1.47692E+12,27120,City of Belton (SC),SC,29627,BELTON,1
1.47692E+12,1.47692E+12,41581,City of Lebanon Utilities (TN),TN,37087,LEBANON,1
1.47692E+12,1.47692E+12,53604,City of Torrance Water & Rubbish (CA),CA,90504,TORRANCE,1
1.47692E+12,1.47692E+12,13534,E-ZPass New Jersey,PA,18013,BANGOR,1
1.47692E+12,1.47692E+12,15116,E-ZPass New Hampshire,MA,1841,LAWRENCE,1
1.47692E+12,1.47692E+12,15326,Fairport Municipal Commission,NY,14450,FAIRPORT,1
1.47692E+12,1.47692E+12,36858,Gresham Sanitary Service,OR,97030,GRESHAM,1
1.47692E+12,1.47692E+12,3576,Jefferson Energy Cooperative,GA,30906,AUGUSTA,1
1.47692E+12,1.47692E+12,41681,Lincoln Water Commission,MA,1529,MILLVILLE,1
1.47692E+12,1.47692E+12,41834,Lubeck Psd,WV,26133,BELLEVILLE,1
1.47692E+12,1.47692E+12,42150,Meansville Riley Rd Water,SC,29388,WOODRUFF,1
1.47692E+12,1.47692E+12,166760,National Lloyds Insurance,TX,76086,WEATHERFORD,1
1.47692E+12,1.47692E+12,43085,Oakmont Water Authority,PA,15076,RUSSELLTON,1
1.47692E+12,1.47692E+12,166433,Omni Insurance Group,VA,22454,DUNNSVILLE,1
1.47692E+12,1.47692E+12,53564,Sewer & Water Bill/BWWB,AL,35234,BIRMINGHAM,1
1.47692E+12,1.47692E+12,219501,Tidewater Finance Company - Credit Services,NY,10541,MAHOPAC,1
1.47692E+12,1.47692E+12,219501,Tidewater Finance Company - Credit Services,CA,93536,LANCASTER,1
1.47692E+12,1.47692E+12,219501,Tidewater Finance Company - Credit Services,GA,30168,AUSTELL,1
1.47692E+12,1.47692E+12,219501,Tidewater Finance Company - Credit Services,GA,30039,SNELLVILLE,1
1.47692E+12,1.47692E+12,219501,Tidewater Finance Company - Credit Services,VA,23502,NORFOLK,1
1.47692E+12,1.47692E+12,4504,Truckee Meadows Water Authority,NV,89512,RENO,1
1.47692E+12,1.47692E+12,4698,WOW!,OH,43230,COLUMBUS,1
1.47692E+12,1.47692E+12,42054,Weakley County Municipal Electric Sys,TN,38237,MARTIN,1
1.47692E+12,1.47692E+12,21345,Wilkinsburg-Penn Joint Water Authority,PA,15235,PITTSBURGH,1
1.47692E+12,1.47701E+12,53765,4-County Electric Power Association,MS,38851,HOUSTON,1
